sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
2-209476-A-25,2-209476-A-25.wav,2,25,footsteps,False,human_activity,85.06,1.55,14,1,84.22,8.52,1.0,1.48,1.32,11.16,Low
2-209477-A-25,2-209477-A-25.wav,2,25,footsteps,False,human_activity,41.33,1.39,10,6,100.0,8.79,1.71,1.0,1.0,3.06,Low
2-209478-A-25,2-209478-A-25.wav,2,25,footsteps,False,human_activity,65.33,0.54,17,3,83.95,8.37,1.0,1.0,2.2,8.84,Low
2-250710-A-39,2-250710-A-39.wav,2,39,glass_breaking,False,human_activity,84.53,0.55,17,6,81.82,8.42,1.64,1.0,1.0,5.6,Low
2-25292-A-22,2-25292-A-22.wav,2,22,clapping,False,human_activity,85.2,1.38,22,0,83.65,7.75,3.2,2.19,1.09,19.4,Low
2-25293-A-22,2-25293-A-22.wav,2,22,clapping,False,human_activity,76.13,1.82,6,5,91.33,9.08,1.7,1.38,1.58,11.64,Low
2-262579-A-45,2-262579-A-45.wav,2,45,train,False,traffic,96.38,0.36,13,2,78.1,8.63,1.75,1.0,1.0,11.69,Low
2-28314-A-12,2-28314-A-12.wav,2,12,crackling_fire,True,natural,51.9,10.34,9,4,83.1,9.06,1.0,1.32,1.0,2.74,Low
2-28314-B-12,2-28314-B-12.wav,2,12,crackling_fire,True,natural,66.96,0.42,2,3,86.6,7.61,1.0,1.7,1.0,11.07,Low
2-30322-A-12,2-30322-A-12.wav,2,12,crackling_fire,True,natural,43.57,5.65,12,5,79.51,8.13,1.06,1.93,1.21,1.7,Low
2-30322-B-12,2-30322-B-12.wav,2,12,crackling_fire,True,natural,52.94,8.44,1,3,86.02,7.76,1.77,1.02,1.0,11.47,Low
2-32515-A-4,2-32515-A-4.wav,2,4,frog,False,natural,38.76,3.13,22,4,85.15,9.33,1.04,1.04,1.06,3.75,Low
2-32515-B-4,2-32515-B-4.wav,2,4,frog,False,natural,47.94,0.72,23,5,80.13,9.32,1.0,1.0,1.0,2.81,Low
2-32515-C-4,2-32515-C-4.wav,2,4,frog,False,natural,42.09,6.37,9,5,88.25,8.45,1.0,1.32,1.0,1.54,Low
2-32515-D-4,2-32515-D-4.wav,2,4,frog,False,natural,41.2,0.95,16,3,83.73,7.22,1.27,1.15,1.0,6.03,Low
2-32834-A-4,2-32834-A-4.wav,2,4,frog,False,natural,37.73,0.59,9,0,89.85,8.75,1.0,1.0,1.46,6.19,Low
2-37806-A-40,2-37806-A-40.wav,2,40,helicopter,True,aircraft,105.35,0.24,17,5,82.93,7.43,2.11,1.0,1.11,18.25,Low
2-37806-B-40,2-37806-B-40.wav,2,40,helicopter,True,aircraft,124.63,0.24,17,3,84.3,7.36,1.78,1.19,1.24,18.87,Low
2-37806-C-40,2-37806-C-40.wav,2,40,helicopter,True,aircraft,96.9,0.28,9,4,78.78,7.76,1.01,1.33,1.55,11.63,Low
2-37806-D-40,2-37806-D-40.wav,2,40,helicopter,True,aircraft,108.48,0.25,14,6,73.5,9.36,1.13,2.45,1.0,6.97,Low
2-37870-A-2,2-37870-A-2.wav,2,2,pig,False,natural,76.09,1.16,0,3,88.38,8.27,1.26,1.13,1.44,7.16,Low
2-39441-A-19,2-39441-A-19.wav,2,19,thunderstorm,False,natural,101.94,12.0,20,3,90.58,7.48,1.06,1.32,1.27,14.06,Low
2-39443-A-19,2-39443-A-19.wav,2,19,thunderstorm,False,natural,90.8,12.0,11,1,83.84,8.36,1.47,1.85,1.35,11.12,Low
2-39443-B-19,2-39443-B-19.wav,2,19,thunderstorm,False,natural,93.37,1.77,17,4,72.27,8.26,1.33,2.14,2.25,9.12,Low
2-39945-A-19,2-39945-A-19.wav,2,19,thunderstorm,False,natural,95.98,1.37,3,0,83.43,8.35,1.17,1.0,1.0,6.23,Low
2-39945-B-19,2-39945-B-19.wav,2,19,thunderstorm,False,natural,130.0,4.5,19,6,76.43,7.73,1.42,2.44,1.66,12.73,Low
2-39945-C-19,2-39945-C-19.wav,2,19,thunderstorm,False,natural,114.03,12.0,10,1,78.82,7.54,2.47,3.0,1.56,16.84,Low
2-42101-A-43,2-42101-A-43.wav,2,43,car_horn,False,traffic,92.74,10.32,12,2,55.04,6.18,4.32,3.78,3.39,48.27,Moderate
2-43802-A-42,2-43802-A-42.wav,2,42,siren,False,traffic,109.48,12.0,12,3,24.26,3.25,8.02,6.43,6.76,96.05,Severe
2-43806-A-42,2-43806-A-42.wav,2,42,siren,False,traffic,105.66,11.83,21,3,22.98,4.26,7.28,7.03,6.0,87.34,Severe
2-50665-A-20,2-50665-A-20.wav,2,20,crying_baby,True,human_activity,68.45,2.0,9,4,77.4,8.35,1.21,1.34,1.0,6.56,Low
2-50666-A-20,2-50666-A-20.wav,2,20,crying_baby,True,human_activity,83.32,0.34,12,1,85.05,9.26,1.48,1.0,1.7,6.81,Low
2-50667-A-41,2-50667-A-41.wav,2,41,chainsaw,True,construction,94.61,0.1,8,5,90.6,8.49,1.73,2.0,1.79,10.1,Low
2-50667-B-41,2-50667-B-41.wav,2,41,chainsaw,True,construction,101.8,12.0,1,2,20.0,4.31,9.0,7.07,7.31,96.18,Severe
2-50668-A-41,2-50668-A-41.wav,2,41,chainsaw,True,construction,121.33,3.27,2,2,32.7,4.91,6.23,7.11,5.34,81.5,Severe
2-50668-B-41,2-50668-B-41.wav,2,41,chainsaw,True,construction,98.58,12.0,17,6,25.85,3.93,8.59,7.36,5.67,93.71,Severe
2-50774-A-23,2-50774-A-23.wav,2,23,breathing,False,human_activity,27.3,0.44,3,3,78.77,8.6,1.14,1.85,1.56,5.92,Low
2-51173-A-35,2-51173-A-35.wav,2,35,washing_machine,False,human_activity,55.42,0.34,11,6,85.44,9.67,1.0,1.04,2.51,0.45,Low
2-51630-A-49,2-51630-A-49.wav,2,49,hand_saw,False,construction,112.3,0.58,17,4,79.58,6.49,2.23,1.2,2.4,16.93,Low
2-51630-B-49,2-51630-B-49.wav,2,49,hand_saw,False,construction,115.47,12.0,13,0,32.63,4.2,8.31,6.92,6.63,83.78,Severe
2-52001-A-28,2-52001-A-28.wav,2,28,snoring,False,human_activity,74.8,1.08,2,5,79.11,8.48,1.43,1.12,1.25,6.36,Low
2-52001-B-28,2-52001-B-28.wav,2,28,snoring,False,human_activity,57.23,0.92,10,2,80.08,8.23,1.0,1.0,1.0,3.94,Low
2-52085-A-4,2-52085-A-4.wav,2,4,frog,False,natural,49.39,1.93,0,2,82.4,9.01,1.37,1.0,1.56,6.06,Low
2-52085-B-4,2-52085-B-4.wav,2,4,frog,False,natural,57.06,2.1,11,2,82.87,9.18,1.0,1.0,1.3,0.0,Low
2-52789-A-4,2-52789-A-4.wav,2,4,frog,False,natural,48.62,1.29,20,4,82.42,8.02,1.86,1.18,1.12,7.68,Low
2-54086-A-43,2-54086-A-43.wav,2,43,car_horn,False,traffic,111.66,12.0,15,0,49.7,6.09,5.89,5.52,4.38,59.23,High
2-54961-A-23,2-54961-A-23.wav,2,23,breathing,False,human_activity,25.0,3.27,12,5,76.99,9.13,1.0,1.0,1.0,1.65,Low
2-54962-A-23,2-54962-A-23.wav,2,23,breathing,False,human_activity,34.92,0.56,2,3,85.31,9.6,1.0,1.0,1.0,0.22,Low
2-56926-A-46,2-56926-A-46.wav,2,46,church_bells,False,human_activity,90.9,0.71,17,4,78.02,7.97,1.44,1.0,1.27,7.08,Low
2-57191-A-46,2-57191-A-46.wav,2,46,church_bells,False,human_activity,98.1,3.49,14,5,81.43,7.36,2.11,1.72,1.82,18.7,Low
2-57733-A-22,2-57733-A-22.wav,2,22,clapping,False,human_activity,80.35,1.03,13,6,84.13,8.11,1.0,1.55,1.82,6.13,Low
2-59241-A-35,2-59241-A-35.wav,2,35,washing_machine,False,human_activity,80.66,3.61,9,3,81.53,7.81,1.32,1.0,1.71,13.02,Low
2-59321-A-49,2-59321-A-49.wav,2,49,hand_saw,False,construction,94.63,12.0,22,0,50.6,5.71,5.28,5.2,4.23,55.71,High
2-59565-A-46,2-59565-A-46.wav,2,46,church_bells,False,human_activity,91.25,1.07,10,6,77.19,9.05,1.05,1.0,1.51,2.64,Low
2-59566-A-46,2-59566-A-46.wav,2,46,church_bells,False,human_activity,94.53,2.19,2,1,66.84,8.02,2.02,1.0,2.07,13.61,Low
2-60180-A-49,2-60180-A-49.wav,2,49,hand_saw,False,construction,94.96,0.73,3,6,77.12,7.9,1.56,2.09,2.06,16.25,Low
2-60180-B-49,2-60180-B-49.wav,2,49,hand_saw,False,construction,99.44,8.71,13,2,46.53,5.76,4.93,4.18,4.02,57.83,High
2-60791-A-26,2-60791-A-26.wav,2,26,laughing,False,human_activity,77.5,4.18,23,2,82.99,7.59,1.6,1.0,1.25,6.22,Low
2-60794-A-26,2-60794-A-26.wav,2,26,laughing,False,human_activity,71.96,0.44,6,5,87.3,8.98,1.0,1.0,1.21,5.66,Low
2-60795-A-26,2-60795-A-26.wav,2,26,laughing,False,human_activity,58.53,0.15,4,0,79.36,8.26,1.0,1.33,1.0,3.76,Low
2-60900-A-22,2-60900-A-22.wav,2,22,clapping,False,human_activity,74.41,1.01,19,5,85.12,8.18,1.98,1.15,1.33,5.04,Low
2-61311-A-12,2-61311-A-12.wav,2,12,crackling_fire,True,natural,50.67,0.1,18,3,88.42,9.48,1.79,1.0,1.0,11.39,Low
2-61618-A-46,2-61618-A-46.wav,2,46,church_bells,False,human_activity,79.1,0.32,12,3,83.05,8.97,1.3,1.0,1.0,3.89,Low
2-62226-A-26,2-62226-A-26.wav,2,26,laughing,False,human_activity,70.28,1.06,14,6,85.53,7.76,1.7,1.0,1.05,6.7,Low
2-64332-A-18,2-64332-A-18.wav,2,18,toilet_flush,False,human_activity,68.09,0.51,16,6,81.41,8.3,1.22,1.38,1.63,5.31,Low
2-64962-A-15,2-64962-A-15.wav,2,15,water_drops,False,natural,36.06,1.15,3,1,87.19,9.46,1.03,1.1,1.0,0.0,Low
2-64963-A-15,2-64963-A-15.wav,2,15,water_drops,False,natural,39.51,2.25,10,2,82.23,8.78,1.17,1.25,1.03,4.27,Low
2-65484-A-18,2-65484-A-18.wav,2,18,toilet_flush,False,human_activity,55.26,0.9,9,0,85.78,8.24,1.0,1.0,1.0,5.51,Low
2-65747-A-12,2-65747-A-12.wav,2,12,crackling_fire,True,natural,51.71,7.79,7,1,89.96,8.79,1.34,1.0,1.0,5.41,Low
2-65750-A-1,2-65750-A-1.wav,2,1,rooster,True,natural,77.25,1.3,18,3,76.56,9.61,1.0,1.0,2.35,0.0,Low
2-66205-A-23,2-66205-A-23.wav,2,23,breathing,False,human_activity,33.46,1.16,18,2,87.87,7.16,1.48,2.02,1.0,9.45,Low
2-66637-A-20,2-66637-A-20.wav,2,20,crying_baby,True,human_activity,82.08,0.58,1,3,78.7,8.27,1.0,1.0,1.53,5.39,Low
2-66637-B-20,2-66637-B-20.wav,2,20,crying_baby,True,human_activity,71.6,3.02,3,4,81.57,8.25,1.47,1.8,1.45,9.9,Low
2-67422-A-18,2-67422-A-18.wav,2,18,toilet_flush,False,human_activity,88.86,0.66,19,1,81.39,8.38,1.0,1.91,2.32,10.4,Low
2-68391-A-41,2-68391-A-41.wav,2,41,chainsaw,True,construction,117.75,12.0,1,0,20.0,2.44,10.0,9.93,9.53,100.0,Severe
2-68391-B-41,2-68391-B-41.wav,2,41,chainsaw,True,construction,112.77,6.15,2,5,20.0,3.65,7.86,7.09,5.57,95.38,Severe
2-68595-A-15,2-68595-A-15.wav,2,15,water_drops,False,natural,36.54,0.99,8,5,79.32,9.15,1.03,1.0,1.74,0.0,Low
2-68595-B-15,2-68595-B-15.wav,2,15,water_drops,False,natural,35.33,0.99,19,1,82.22,9.06,1.35,1.01,1.41,1.88,Low
2-69131-A-5,2-69131-A-5.wav,2,5,cat,False,natural,53.55,0.17,6,1,78.68,8.67,1.0,1.0,1.0,3.18,Low
2-69131-B-5,2-69131-B-5.wav,2,5,cat,False,natural,51.7,0.17,4,4,88.99,7.65,1.0,1.11,1.52,3.21,Low
2-70052-A-42,2-70052-A-42.wav,2,42,siren,False,traffic,118.07,12.0,15,4,20.0,3.38,9.46,8.35,6.46,100.0,Severe
2-70052-B-42,2-70052-B-42.wav,2,42,siren,False,traffic,121.58,12.0,19,6,20.0,2.21,8.99,9.23,7.4,100.0,Severe
2-70280-A-18,2-70280-A-18.wav,2,18,toilet_flush,False,human_activity,70.47,0.9,3,5,87.31,8.14,1.0,1.0,1.0,7.68,Low
2-70344-A-33,2-70344-A-33.wav,2,33,door_wood_creaks,False,human_activity,54.74,0.71,14,6,78.13,8.62,1.16,1.0,1.0,3.57,Low
2-70366-A-33,2-70366-A-33.wav,2,33,door_wood_creaks,False,human_activity,52.73,1.3,17,5,84.94,8.6,1.0,1.85,1.0,4.15,Low
2-70367-A-33,2-70367-A-33.wav,2,33,door_wood_creaks,False,human_activity,41.03,0.35,12,4,91.64,8.62,1.2,1.04,1.0,0.19,Low
2-70936-A-42,2-70936-A-42.wav,2,42,siren,False,traffic,110.59,6.79,8,4,35.88,4.77,6.85,6.84,6.4,76.06,Severe
2-70938-A-42,2-70938-A-42.wav,2,42,siren,False,traffic,115.87,6.93,21,1,27.38,4.75,7.01,7.05,5.77,77.05,Severe
2-70939-A-42,2-70939-A-42.wav,2,42,siren,False,traffic,123.84,0.1,18,1,78.91,7.94,1.33,1.0,1.0,7.0,Low
2-71162-A-1,2-71162-A-1.wav,2,1,rooster,True,natural,84.36,0.36,6,5,86.02,8.56,1.37,1.0,1.71,7.07,Low
2-72268-A-6,2-72268-A-6.wav,2,6,hen,False,natural,63.49,4.24,2,5,81.13,9.02,1.23,1.47,1.0,6.18,Low
2-72547-A-14,2-72547-A-14.wav,2,14,chirping_birds,False,natural,53.14,2.25,14,4,81.83,8.55,1.0,1.0,1.0,1.23,Low
2-72547-B-14,2-72547-B-14.wav,2,14,chirping_birds,False,natural,48.81,12.0,23,5,93.84,8.26,1.43,1.58,1.0,7.61,Low
2-72547-C-14,2-72547-C-14.wav,2,14,chirping_birds,False,natural,67.54,12.0,0,2,77.68,8.72,1.55,1.0,1.0,4.35,Low
2-72547-D-14,2-72547-D-14.wav,2,14,chirping_birds,False,natural,49.11,3.17,13,2,94.15,8.08,1.36,1.07,1.73,12.13,Low
2-72677-A-18,2-72677-A-18.wav,2,18,toilet_flush,False,human_activity,64.22,0.45,14,5,82.92,6.96,1.0,1.88,1.0,7.72,Low
2-72688-A-42,2-72688-A-42.wav,2,42,siren,False,traffic,102.07,12.0,23,4,29.08,4.98,6.91,6.93,5.57,79.19,Severe
2-72970-A-10,2-72970-A-10.wav,2,10,rain,True,natural,66.08,9.23,23,6,80.04,8.52,1.0,1.0,1.55,3.67,Low
2-73027-A-10,2-73027-A-10.wav,2,10,rain,True,natural,56.05,4.51,15,4,90.41,8.93,1.0,1.3,1.51,1.13,Low
2-7321-A-33,2-7321-A-33.wav,2,33,door_wood_creaks,False,human_activity,61.12,0.61,20,5,82.12,8.65,1.0,1.0,1.62,7.47,Low
2-73260-A-10,2-73260-A-10.wav,2,10,rain,True,natural,57.6,5.67,16,1,81.21,8.16,1.65,1.0,1.0,3.38,Low
2-73544-A-27,2-73544-A-27.wav,2,27,brushing_teeth,False,human_activity,49.34,0.35,7,4,89.48,9.01,1.12,1.0,1.58,4.49,Low
2-74361-A-47,2-74361-A-47.wav,2,47,airplane,False,aircraft,100.77,0.27,2,1,76.83,8.96,1.12,2.0,2.31,6.27,Low
2-74977-A-18,2-74977-A-18.wav,2,18,toilet_flush,False,human_activity,68.53,3.27,19,5,83.69,8.45,1.0,1.2,2.04,8.01,Low
2-75726-A-6,2-75726-A-6.wav,2,6,hen,False,natural,72.43,1.68,6,3,86.67,7.24,1.88,1.36,1.75,8.77,Low
2-76408-A-22,2-76408-A-22.wav,2,22,clapping,False,human_activity,78.53,1.08,10,2,84.95,8.25,1.0,2.38,1.75,3.54,Low
2-76408-B-22,2-76408-B-22.wav,2,22,clapping,False,human_activity,72.11,0.25,19,4,81.95,8.21,1.13,2.07,1.75,3.42,Low
2-76408-C-22,2-76408-C-22.wav,2,22,clapping,False,human_activity,81.0,0.67,15,1,84.34,8.97,1.26,2.09,1.38,7.98,Low
2-76408-D-22,2-76408-D-22.wav,2,22,clapping,False,human_activity,74.55,0.33,5,6,88.02,8.03,1.0,1.15,1.26,4.53,Low
2-76868-A-6,2-76868-A-6.wav,2,6,hen,False,natural,67.29,0.18,9,1,75.59,8.08,1.46,1.03,1.57,6.66,Low
2-77346-A-46,2-77346-A-46.wav,2,46,church_bells,False,human_activity,88.9,0.44,1,2,85.56,8.56,1.0,1.0,1.0,3.66,Low
2-77347-A-46,2-77347-A-46.wav,2,46,church_bells,False,human_activity,88.97,1.26,12,4,79.09,8.57,1.39,1.29,1.55,9.65,Low
2-77945-A-41,2-77945-A-41.wav,2,41,chainsaw,True,construction,124.63,0.5,15,4,68.96,6.95,2.48,3.32,2.44,31.01,Moderate
2-77945-B-41,2-77945-B-41.wav,2,41,chainsaw,True,construction,87.4,3.06,12,4,63.98,6.1,3.78,3.05,2.95,42.42,Moderate
2-78381-A-46,2-78381-A-46.wav,2,46,church_bells,False,human_activity,77.62,0.81,11,6,84.36,9.01,1.45,1.03,1.73,3.67,Low
2-78562-A-37,2-78562-A-37.wav,2,37,clock_alarm,False,human_activity,68.47,0.81,15,2,82.05,7.47,1.37,2.1,1.0,13.2,Low
2-78562-B-37,2-78562-B-37.wav,2,37,clock_alarm,False,human_activity,74.86,1.64,8,3,86.66,8.1,1.0,1.3,1.12,7.86,Low
2-78651-A-44,2-78651-A-44.wav,2,44,engine,False,traffic,76.23,0.5,9,1,82.96,8.6,1.0,1.55,1.0,11.27,Low
2-78781-A-47,2-78781-A-47.wav,2,47,airplane,False,aircraft,100.28,0.4,4,5,79.8,8.33,1.27,2.12,1.0,8.11,Low
2-78799-A-47,2-78799-A-47.wav,2,47,airplane,False,aircraft,97.03,0.25,17,4,82.42,8.4,2.11,1.05,1.0,7.95,Low
2-79769-A-26,2-79769-A-26.wav,2,26,laughing,False,human_activity,67.11,0.89,7,6,93.38,9.07,1.0,1.0,2.94,0.0,Low
2-79775-A-26,2-79775-A-26.wav,2,26,laughing,False,human_activity,82.16,0.7,15,2,80.25,8.95,1.71,1.0,1.03,8.08,Low
2-80313-A-28,2-80313-A-28.wav,2,28,snoring,False,human_activity,48.96,6.33,2,1,95.4,7.8,1.46,1.0,1.0,6.67,Low
2-80482-A-20,2-80482-A-20.wav,2,20,crying_baby,True,human_activity,75.45,1.55,20,2,88.31,7.97,1.0,1.31,1.36,8.73,Low
2-80844-A-13,2-80844-A-13.wav,2,13,crickets,False,natural,41.83,12.0,10,4,83.28,8.29,1.0,1.0,2.09,7.84,Low
2-81112-A-34,2-81112-A-34.wav,2,34,can_opening,False,human_activity,55.62,0.8,17,4,81.78,9.78,1.31,1.35,1.0,1.75,Low
2-81190-A-34,2-81190-A-34.wav,2,34,can_opening,False,human_activity,56.57,0.57,2,1,81.1,8.01,1.41,1.05,1.4,10.1,Low
2-81270-A-1,2-81270-A-1.wav,2,1,rooster,True,natural,88.9,1.72,6,0,78.9,8.32,1.06,1.0,1.42,0.98,Low
2-81731-A-10,2-81731-A-10.wav,2,10,rain,True,natural,46.08,12.0,15,3,97.93,8.38,1.11,1.07,1.86,4.49,Low
2-81970-A-7,2-81970-A-7.wav,2,7,insects,False,natural,42.81,1.92,2,5,88.64,9.0,2.2,1.95,1.0,5.47,Low
2-81970-B-7,2-81970-B-7.wav,2,7,insects,False,natural,40.25,1.78,4,0,93.73,8.74,1.0,1.0,1.44,2.23,Low
2-81970-C-7,2-81970-C-7.wav,2,7,insects,False,natural,38.18,4.32,0,6,87.48,8.56,1.15,1.96,1.91,11.29,Low
2-82071-A-27,2-82071-A-27.wav,2,27,brushing_teeth,False,human_activity,43.49,3.44,10,6,90.43,8.34,1.0,1.71,1.0,3.6,Low
2-82077-A-7,2-82077-A-7.wav,2,7,insects,False,natural,50.44,9.07,3,2,78.62,8.88,1.26,1.0,1.0,5.25,Low
2-82274-A-5,2-82274-A-5.wav,2,5,cat,False,natural,40.57,0.16,19,2,88.84,9.36,1.0,1.17,1.0,2.55,Low
2-82274-B-5,2-82274-B-5.wav,2,5,cat,False,natural,71.94,0.29,23,4,86.66,8.21,1.0,1.41,1.0,9.43,Low
2-82367-A-10,2-82367-A-10.wav,2,10,rain,True,natural,67.07,0.38,21,0,80.17,8.51,1.0,1.0,1.32,2.73,Low
2-82455-A-23,2-82455-A-23.wav,2,23,breathing,False,human_activity,31.75,4.01,5,2,90.37,8.68,1.0,1.19,1.0,5.74,Low
2-82538-A-21,2-82538-A-21.wav,2,21,sneezing,True,human_activity,57.73,0.4,23,0,79.62,8.87,1.06,1.0,1.0,3.4,Low
2-83270-A-13,2-83270-A-13.wav,2,13,crickets,False,natural,37.27,0.15,15,6,82.74,8.48,1.0,1.82,2.13,0.09,Low
2-83536-A-27,2-83536-A-27.wav,2,27,brushing_teeth,False,human_activity,49.18,2.35,20,2,85.74,8.69,1.33,1.12,1.39,4.59,Low
2-83667-A-34,2-83667-A-34.wav,2,34,can_opening,False,human_activity,52.43,0.41,3,1,84.18,8.85,1.07,1.0,1.33,4.76,Low
2-83688-A-34,2-83688-A-34.wav,2,34,can_opening,False,human_activity,45.78,2.78,15,2,87.25,8.75,1.31,1.98,1.05,0.77,Low
2-83934-A-5,2-83934-A-5.wav,2,5,cat,False,natural,43.66,0.61,2,0,95.78,8.83,1.14,1.79,1.0,4.0,Low
2-83934-B-5,2-83934-B-5.wav,2,5,cat,False,natural,77.21,1.89,9,0,83.68,8.95,1.0,1.34,1.0,7.75,Low
2-84693-A-49,2-84693-A-49.wav,2,49,hand_saw,False,construction,83.7,0.6,9,1,77.4,7.9,1.58,1.0,1.41,7.19,Low
2-84943-A-18,2-84943-A-18.wav,2,18,toilet_flush,False,human_activity,82.26,0.79,10,6,73.82,8.15,1.14,1.0,1.27,5.68,Low
2-84965-A-23,2-84965-A-23.wav,2,23,breathing,False,human_activity,25.0,0.76,16,5,84.78,8.95,1.26,1.09,1.0,0.51,Low
2-85139-A-13,2-85139-A-13.wav,2,13,crickets,False,natural,50.45,7.43,8,0,84.27,8.12,1.43,1.93,1.1,5.73,Low
2-85292-A-24,2-85292-A-24.wav,2,24,coughing,False,human_activity,71.13,0.77,9,6,77.94,8.48,1.16,1.0,1.49,7.57,Low
2-85434-A-27,2-85434-A-27.wav,2,27,brushing_teeth,False,human_activity,48.18,4.55,14,0,86.41,7.9,1.0,1.42,1.0,4.51,Low
2-85471-A-34,2-85471-A-34.wav,2,34,can_opening,False,human_activity,45.81,1.94,16,5,89.6,10.0,1.0,1.0,1.0,0.9,Low
2-85945-A-18,2-85945-A-18.wav,2,18,toilet_flush,False,human_activity,68.61,0.45,21,5,85.08,8.1,1.0,1.03,1.0,4.64,Low
2-86160-A-27,2-86160-A-27.wav,2,27,brushing_teeth,False,human_activity,60.43,1.56,5,5,80.38,8.33,1.0,1.88,1.49,9.76,Low
2-87282-A-34,2-87282-A-34.wav,2,34,can_opening,False,human_activity,52.83,2.43,3,6,86.96,8.89,1.05,1.83,1.29,5.29,Low
2-87412-A-24,2-87412-A-24.wav,2,24,coughing,False,human_activity,65.79,0.99,17,3,89.92,8.61,1.0,1.28,1.03,1.11,Low
2-87780-A-33,2-87780-A-33.wav,2,33,door_wood_creaks,False,human_activity,63.83,0.62,4,3,82.43,8.81,1.0,1.0,1.07,1.46,Low
2-87781-A-10,2-87781-A-10.wav,2,10,rain,True,natural,65.47,12.0,4,5,88.41,9.2,2.29,1.0,1.0,5.76,Low
2-87794-A-24,2-87794-A-24.wav,2,24,coughing,False,human_activity,68.81,3.77,14,3,75.85,8.58,2.14,2.23,1.0,10.28,Low
2-87795-A-24,2-87795-A-24.wav,2,24,coughing,False,human_activity,48.76,3.59,10,3,76.49,9.11,1.22,1.36,1.08,0.0,Low
2-87799-A-24,2-87799-A-24.wav,2,24,coughing,False,human_activity,62.63,1.63,17,3,74.44,8.32,1.22,1.0,1.03,5.12,Low
2-88724-A-38,2-88724-A-38.wav,2,38,clock_tick,True,human_activity,27.64,0.15,11,3,80.35,8.62,1.02,1.0,1.18,4.27,Low
2-89516-A-37,2-89516-A-37.wav,2,37,clock_alarm,False,human_activity,80.14,3.37,10,3,75.53,8.12,1.02,1.06,1.6,9.21,Low
2-91912-A-33,2-91912-A-33.wav,2,33,door_wood_creaks,False,human_activity,48.15,3.05,10,4,87.23,7.28,1.21,1.0,1.0,3.6,Low
2-91912-B-33,2-91912-B-33.wav,2,33,door_wood_creaks,False,human_activity,61.81,0.83,22,3,88.91,8.67,1.48,1.0,1.5,2.05,Low
2-92627-A-27,2-92627-A-27.wav,2,27,brushing_teeth,False,human_activity,45.06,1.64,15,2,88.55,7.56,1.0,1.72,1.04,6.69,Low
2-92978-A-29,2-92978-A-29.wav,2,29,drinking_sipping,False,human_activity,43.84,11.12,14,3,82.25,8.74,1.0,1.32,1.0,3.63,Low
2-93030-A-21,2-93030-A-21.wav,2,21,sneezing,True,human_activity,78.06,2.11,4,5,79.5,7.03,1.93,1.0,1.78,15.8,Low
2-94230-A-27,2-94230-A-27.wav,2,27,brushing_teeth,False,human_activity,43.42,1.5,15,1,86.08,8.45,1.46,1.86,1.0,5.81,Low
2-94807-A-29,2-94807-A-29.wav,2,29,drinking_sipping,False,human_activity,37.74,0.25,16,4,80.24,8.18,1.0,1.0,1.0,4.84,Low
2-95035-A-1,2-95035-A-1.wav,2,1,rooster,True,natural,83.55,6.45,23,1,90.11,8.27,1.61,1.29,1.32,8.54,Low
2-95258-A-1,2-95258-A-1.wav,2,1,rooster,True,natural,79.58,4.54,1,6,85.42,7.61,1.16,1.64,1.0,8.1,Low
2-95258-B-1,2-95258-B-1.wav,2,1,rooster,True,natural,95.89,0.87,22,5,82.83,8.55,1.0,1.62,1.0,6.59,Low
2-95567-A-23,2-95567-A-23.wav,2,23,breathing,False,human_activity,34.02,0.93,18,0,77.1,8.35,1.06,1.0,1.06,6.36,Low
2-96033-A-13,2-96033-A-13.wav,2,13,crickets,False,natural,35.71,0.2,21,6,86.52,9.28,1.33,1.01,1.1,0.0,Low
2-96063-A-37,2-96063-A-37.wav,2,37,clock_alarm,False,human_activity,88.29,0.27,5,3,82.5,9.64,1.42,1.44,1.0,1.99,Low
2-96460-A-1,2-96460-A-1.wav,2,1,rooster,True,natural,90.39,1.94,23,1,84.25,8.65,1.73,1.0,1.0,3.71,Low
2-96654-A-47,2-96654-A-47.wav,2,47,airplane,False,aircraft,97.54,0.27,5,3,79.56,8.71,1.0,2.57,1.36,10.64,Low
2-96904-A-27,2-96904-A-27.wav,2,27,brushing_teeth,False,human_activity,46.68,0.38,21,1,87.05,8.09,1.0,1.0,1.0,5.16,Low
2-98392-A-23,2-98392-A-23.wav,2,23,breathing,False,human_activity,34.38,0.27,4,2,82.97,8.62,1.0,1.59,1.0,4.33,Low
2-98676-A-24,2-98676-A-24.wav,2,24,coughing,False,human_activity,73.81,1.47,1,6,82.84,8.89,1.89,1.51,1.0,6.58,Low
2-98866-A-47,2-98866-A-47.wav,2,47,airplane,False,aircraft,106.84,0.37,1,1,83.11,7.75,1.26,1.5,1.11,7.18,Low
2-99795-A-32,2-99795-A-32.wav,2,32,keyboard_typing,False,human_activity,37.09,1.76,5,3,81.84,8.4,1.11,1.84,2.24,1.89,Low
2-99796-A-32,2-99796-A-32.wav,2,32,keyboard_typing,False,human_activity,29.88,0.75,8,6,82.9,8.66,1.33,1.2,1.35,0.49,Low
